iter	RMSE
268	14.78166403
269	14.71092264
270	14.67047576
271	14.60358649
272	14.55922043
273	14.50441289
274	14.41979276
275	14.37703803
276	14.315456
277	14.27085496
278	14.21659691
279	14.14491797
280	14.07003498
281	14.0287808
282	13.98758131
283	13.91991303
284	13.86401591
285	13.83148712
286	13.77231512
287	13.73820736
288	13.65316115
289	13.57936049
290	13.5106725
291	13.47921928
292	13.40996344
293	13.31517364
294	13.26837051
295	13.23177495
296	13.18530685
297	13.14518952
298	13.10936233
299	13.05693251
300	13.00699635
301	12.94590148
302	12.9111041
303	12.88597682
304	12.84093305
305	12.78466744
306	12.76677783
307	12.70584361
308	12.67873686
309	12.65794895
310	12.63094841
311	12.58331086
312	12.52454175
313	12.47112353
314	12.43423111
315	12.37747672
316	12.33516755
317	12.30406923
318	12.26752739
319	12.22347441
320	12.19538043
321	12.14113807
322	12.09970551
323	12.07428197
324	12.06498731
325	12.03813328
326	11.97360552
327	11.91830161
328	11.87045095
329	11.83653742
330	11.83196412
331	11.77942217
332	11.73464965
333	11.64371876
334	11.60937468
335	11.60402534
336	11.5509057
337	11.49425149
338	11.40011212
339	11.36792234
340	11.28282551
341	11.19391674
342	11.12217688
343	11.09879955
344	11.05930588
345	11.01330745
346	11.009983
347	10.95897994
348	10.94870197
349	10.87519254
350	10.85559217
351	10.85162148
352	10.76857331
353	10.71884643
354	10.65674804
355	10.61210385
356	10.59369985
357	10.5675878
358	10.53100734
359	10.4615375
360	10.40708746
361	10.37201013
362	10.32761222
363	10.29877899
364	10.26567303
365	10.22520382
366	10.19549337
367	10.15988237
368	10.13067232
369	10.07651064
370	10.04313894
371	10.01146844
372	9.942329302
373	9.938740819
374	9.883864033
375	9.861129887
376	9.789527865
377	9.759159797
378	9.73830132
379	9.703573055
380	9.678968856
381	9.652810154
382	9.601999164
383	9.576578792
384	9.532566789
385	9.526521861
386	9.482954968
387	9.429021241
388	9.395917249
389	9.348823165
390	9.309910787
391	9.271724629
392	9.236516158
393	9.202350704
394	9.17032502
395	9.166933723
396	9.137894516
397	9.112074458
398	9.084184969
399	9.055422982
400	9.037072884
401	9.008759495
402	8.973482955
403	8.95119916
404	8.944747336
405	8.930115728
406	8.875556946
407	8.831336123
408	8.783737796
409	8.750218683
410	8.747961077
411	8.714336872
412	8.656380579
413	8.617996984
414	8.594342233
415	8.562119246
416	8.527225116
417	8.497197978
418	8.485491865
419	8.454140368
420	8.421894094
421	8.419567095
422	8.370938678
423	8.347125656
424	8.345019797
425	8.30970884
426	8.28786295
427	8.252166492
428	8.230636271
429	8.224524967
430	8.207318432
431	8.149845973
432	8.131624545
433	8.109888401
434	8.093741499
435	8.059649804
436	8.056566947
437	8.010245067
438	7.989162277
439	7.955362894
440	7.925241548
441	7.886022755
442	7.850011843
443	7.814075544
444	7.769676367
445	7.733524252
446	7.709581478
447	7.684123381
448	7.64194476
449	7.607517087
450	7.604807048
451	7.569072986
452	7.548779553
453	7.510707384
454	7.47880983
455	7.448135005
456	7.444983275
457	7.432981199
458	7.416090503
459	7.373816426
460	7.361221709
461	7.34037024
462	7.30496229
463	7.303366114
464	7.26448995
465	7.243865059
466	7.229007765
467	7.198981869
468	7.1647953
469	7.147549745
470	7.114591311
471	7.082352135
472	7.060314915
473	7.052112776
474	7.033582579
475	6.999873515
476	6.982950827
477	6.97629463
478	6.973532525
479	6.946101053
480	6.91661335
481	6.902602102
482	6.900541211
483	6.88325405
484	6.871219618
485	6.836451295
486	6.795014906
487	6.778771592
488	6.762756511
489	6.743925591
490	6.703085484
491	6.683717081
492	6.652575304
493	6.624011033
494	6.594549266
495	6.567622774
496	6.547142298
497	6.517239571
498	6.501889806
499	6.4987272
500	6.467840897
501	6.44631888
502	6.417551683
503	6.412268178
504	6.391374848
505	6.365624808
506	6.350102255
507	6.313317732
508	6.29560663
509	6.248358419
510	6.221844437
511	6.208619135
512	6.196828362
513	6.162826237
514	6.161715282
515	6.137781747
516	6.116593619
517	6.089589329
518	6.087071102
519	6.066349683
520	6.055141757
521	6.038204541
522	6.026711688
523	6.007867494
524	5.99155949
525	5.990146407
526	5.961703653
527	5.956484675
528	5.933861506
529	5.916347322
530	5.898168478
531	5.871166876
532	5.863686934
533	5.851821215
534	5.829617318
535	5.816884142
536	5.815506583
537	5.798696288
538	5.787897778
539	5.782919996
540	5.756910384
541	5.734538236
542	5.721417677
543	5.703857474
544	5.684000079
545	5.676642107
546	5.651476276
547	5.632187663
548	5.61773082
549	5.601096319
550	5.574232044
551	5.560322578
552	5.530408645
553	5.498680767
554	5.470953659
555	5.45310355
556	5.44617586
557	5.435126975
558	5.418035177
559	5.402140152
560	5.385005695
561	5.368490203
562	5.355629155
563	5.353781812
564	5.32715126
565	5.296131687
566	5.271514069
567	5.241874225
568	5.212540528
569	5.20167075
570	5.173783933
571	5.151947837
572	5.138074291
573	5.12025904
574	5.107290751
575	5.093821816
576	5.066580218
577	5.042683042
578	5.025658508
579	5.009832824
580	4.993273041
581	4.991059299
582	4.967254423
583	4.939860956
584	4.922844647
585	4.921483574
586	4.917022468
587	4.901970963
588	4.886542965
589	4.859439187
590	4.831611917
591	4.817423596
592	4.799123394
593	4.787729358
594	4.775597664
595	4.765545769
596	4.764662356
597	4.76295399
598	4.751190013
599	4.739344641
600	4.728527931
601	4.703600831
602	4.681953206
603	4.68067382
604	4.66469308
605	4.648737454
606	4.63263467
607	4.619235303
608	4.603715332
609	4.590494858
610	4.57053325
611	4.551883531
612	4.535158296
613	4.527301972
614	4.510759016
615	4.497933334
616	4.48892404
617	4.472070203
618	4.464239341
619	4.441391147
620	4.427578726
621	4.414262066
622	4.397202786
623	4.375081933
624	4.357137627
625	4.347898097
626	4.326424975
627	4.316690962
628	4.304699492
629	4.289732263
630	4.276174586
631	4.269658416
632	4.257903713
633	4.247001928
634	4.224435209
635	4.219056248
636	4.217490875
637	4.211365832
638	4.206502041
639	4.195588832
640	4.194002404
641	4.179322101
642	4.172461845
643	4.158599924
644	4.147454581
645	4.130005933
646	4.114124975
647	4.10008778
648	4.086059937
649	4.071556207
650	4.051049987
651	4.03513117
652	4.021045197
653	4.012232921
654	4.010486163
655	3.994035143
656	3.993316925
657	3.978807804
658	3.964512314
659	3.947752599
660	3.943324732
661	3.931744667
662	3.921286264
663	3.915083076
664	3.909160416
665	3.899309042
666	3.889459833
667	3.871260388
668	3.8535609
669	3.846968224
670	3.837126191
671	3.826537124
672	3.82018698
673	3.81207408
674	3.801886452
675	3.794821663
676	3.780059144
677	3.774076603
678	3.755220469
679	3.737576039
680	3.724360069
681	3.714376559
682	3.703266054
683	3.695180855
684	3.675735215
685	3.671140648
686	3.662470301
687	3.656788355
688	3.645382639
689	3.634948128
690	3.627479478
691	3.618760484
692	3.608670974
693	3.597377994
694	3.58723204
695	3.57740994
696	3.548517174
697	3.538306599
698	3.53290417
699	3.520745671
700	3.514718333
701	3.489457013
702	3.486360229
703	3.474262352
704	3.459217689
705	3.446213698
706	3.439460479
707	3.426954939
708	3.419996517
709	3.410864842
710	3.401863218
711	3.390534658
712	3.381242191
713	3.372425138
714	3.372074446
715	3.360137326
716	3.351412175
717	3.345264273
718	3.339815245
719	3.333163811
720	3.322060817
721	3.312959051
722	3.302836682
723	3.278507212
724	3.262498558
725	3.261992027
726	3.250188174
727	3.229883813
728	3.21356827
729	3.194595014
730	3.185458737
731	3.172407206
732	3.163213431
733	3.150917321
734	3.145667589
735	3.132850756
736	3.12180772
737	3.121430275
738	3.120760329
739	3.11741666
740	3.112003302
741	3.111658965
742	3.110077305
743	3.094629389
744	3.084773386
745	3.069890339
746	3.059031011
747	3.05354402
748	3.041978923
749	3.029096649
750	3.023239194
751	3.008997026
752	3.003142318
753	2.995164785
754	2.988645518
755	2.975727639
756	2.967343606
757	2.952045761
758	2.94274429
759	2.938061503
760	2.937435795
761	2.934491258
762	2.919883492
763	2.912308052
764	2.902803231
765	2.894057786
766	2.887382537
767	2.885032104
768	2.878009956
769	2.866531985
770	2.859594523
771	2.856261864
772	2.846048895
773	2.835234845
774	2.825647461
775	2.825099251
776	2.816148791
777	2.811344761
778	2.806222905
779	2.800500247
780	2.790776557
781	2.790292412
782	2.78207006
783	2.77475991
784	2.770748793
785	2.767587439
786	2.761196159
787	2.754637625
788	2.748176294
789	2.747063932
790	2.742718011
791	2.737547381
792	2.732899741
793	2.722156192
794	2.717436064
795	2.708792494
796	2.703675743
797	2.698148099
798	2.692913889
799	2.68682839
800	2.67942579
801	2.666899651
802	2.656661888
803	2.642870358
804	2.642269524
805	2.633708446
806	2.625306841
807	2.615889326
808	2.60939516
809	2.595100116
810	2.586982491
811	2.58616611
812	2.579986586
813	2.571763483
814	2.563247549
815	2.554688865
816	2.548353486
817	2.541354051
818	2.534524237
819	2.527288033
820	2.526842659
821	2.522286013
822	2.5130654
823	2.509969645
824	2.500393861
825	2.490566805
826	2.4843776
827	2.476592562
828	2.471193871
829	2.4606262
830	2.455642757
831	2.455176779
832	2.452699426
833	2.452163027
834	2.448843844
835	2.44748336
836	2.443303183
837	2.438175617
838	2.432973794
839	2.426598009
840	2.420626286
841	2.420074615
842	2.418341307
843	2.416030718
844	2.405521515
845	2.397736205
846	2.397150716
847	2.390674945
848	2.385579889
849	2.374955389
850	2.36943081
851	2.355667897
852	2.355281302
853	2.349541248
854	2.345102046
855	2.339621235
856	2.332734666
857	2.323428335
858	2.322700574
859	2.315682771
860	2.315112599
861	2.31473131
862	2.312167781
863	2.305836376
864	2.298868571
865	2.289369971
866	2.285711928
867	2.284721039
868	2.282747589
869	2.275574893
870	2.270309951
871	2.266099257
872	2.255011216
873	2.250240062
874	2.24222572
875	2.237182974
876	2.229659862
877	2.220246911
878	2.210272133
879	2.201241378
880	2.199938064
881	2.194660035
882	2.188740932
883	2.182480151
884	2.177125901
885	2.172345195
886	2.167273909
887	2.163816703
888	2.163490549
889	2.158299777
890	2.154194733
891	2.147863829
892	2.144361768
893	2.136495538
894	2.134756433
895	2.126623788
896	2.123421678
897	2.113983581
898	2.111087812
899	2.109501344
900	2.102301057
901	2.101793205
902	2.097589707
903	2.092564002
904	2.083284683
905	2.073081692
906	2.065478367
907	2.065298032
908	2.058676189
909	2.049424299
910	2.049241718
911	2.045982553
912	2.044467764
913	2.041355979
914	2.035684081
915	2.030424398
916	2.020183679
917	2.01920552
918	2.01319018
919	2.007202433
920	2.003196772
921	1.998031516
922	1.997236365
923	1.99181992
924	1.990683027
925	1.990502727
926	1.988446819
927	1.983131761
928	1.976148836
929	1.975761281
930	1.972925081
931	1.968054595
932	1.964261015
933	1.961412163
934	1.954525389
935	1.952996178
936	1.946929248
937	1.942656627
938	1.934954049
939	1.929103818
940	1.927823562
941	1.924314537
942	1.92060895
943	1.91213259
944	1.906730748
945	1.906443793
946	1.905557743
947	1.901293989
948	1.894880783
949	1.883161618
950	1.882414103
951	1.876019416
952	1.867018671
953	1.863239174
954	1.857881062
955	1.85243872
956	1.846658952
957	1.838334001
958	1.833675657
959	1.832855152
960	1.830625229
961	1.826420616
962	1.821755794
963	1.81563792
964	1.807375706
965	1.800002669
966	1.796052892
967	1.79023533
968	1.785089968
969	1.7842806
970	1.777798386
971	1.775265005
972	1.775026823
973	1.768658026
974	1.765011301
975	1.763124928
976	1.757391854
977	1.755641896
978	1.754799923
979	1.753402124
980	1.751654447
981	1.747769905
982	1.741498128
983	1.738401536
984	1.7372972
985	1.732338241
986	1.725251834
987	1.720157001
988	1.713944078
989	1.711974751
990	1.706745058
991	1.699830689
992	1.697292788
993	1.693445416
994	1.69239739
995	1.685798627
996	1.682737758
997	1.675894898
998	1.673135922
999	1.669053365
