Date,Close,High,Low,Open,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Close_lag_1,Close_lag_5,Close_lag_20,Close_pct_change_1d,sentiment,day_of_week
2020-01-23,1355.1536865234375,1359.996076275992,1348.5820075713866,1351.5219997629008,20944000,59015418.41286389,114750500,,,117.80951292206072,,744525.8653025785,,,1027.7203194576905,,,,,,0.0,0.0,1338.2690027712702,1348.5416219408794,1327.9963836016611,1.5352099089699787,1.3218295389611767,1.0,0.0,,,,,,14.850389519179581,,,,,1336.663553873698,,1338.12802232678,,,,,,,,,,,1344.1719732534734,,,1333.7092653493419,,0.0,0.0,0.0,,2030.4920528775979,1995.322965145111,,,,1325.0750027273828,,0.0,0.0,,,,,,,,,,,3.5822853265615975,,,,,,,1348.2353532907268,0.16617338876236953,0.16603547355114046,3.582285326561596,1352.905517578125,1329.3857421875,,0.0016617338876236953,0.20711126962325532,3
2020-01-24,1361.3795166015625,1362.0712111429625,1352.3866431323627,1355.1536324057126,18572500,74934935.470085,133323000,,157057307.3370987,153.2993312590187,,829851.4119736828,1334.0870926876973,68.55325699337762,1032.4418592656177,,,,,,0.0,0.0,1341.5548570848348,1351.8966457385209,1331.2130684311492,1.5417615759907577,1.4584734411325402,1.0,0.0,,,,,,14.333807368321606,0.5461729316871343,,,,1338.9261779785156,,1341.7051752921311,,,,,,,,,,,1344.9503170503017,,,1333.7092653493419,,0.0,0.0,0.0,,2030.4920528775979,1995.322965145111,,,,1329.0859327407225,,0.0,0.0,73.36504587671085,,,,,,93.95586699803924,,-6.044133001960761,,2.0349961701724317,,,,,,,1349.909671221103,0.4594187463782706,0.4583666396087871,4.058161763278867,1355.1536865234375,1330.7691650390625,,0.004594187463782706,0.3051076991869195,4
2020-01-27,1340.626708984375,1351.8677738336762,1340.626708984375,1347.717184590848,24639500,50295435.470084995,108683500,,61572148.676985845,-501.00789963373455,171.81849890183184,454247.99129040726,1337.5934690486488,62.959564378138914,1032.4418592656177,,,,,,0.0,0.0,1343.3476801330503,1354.0007577738975,1332.6946024922033,1.5860492109968063,0.3722917808163535,0.0,0.0,,,,,,14.975707393208197,0.6813877505852853,,,,1340.8717447916667,,1341.53925739863,,0.9518652775186089,0.6257289773023635,0.3261363002162454,,,,-320.5369880757155,-320.5369880757155,0.0,1344.9503170503017,,,1333.7092653493419,,0.0,0.0,0.0,,2030.4920528775979,1995.322965145111,,,,1332.6957697527282,,0.0,0.0,56.41957773738826,,,,,,59.77320968655852,,-40.22679031344148,,1.772349341224486,,,,,,,1349.646127416821,-1.5243954653433534,-1.536133818416996,2.471903864039793,1361.3795166015625,1345.468994140625,,-0.015243954653433534,-0.9537260010561761,0
2020-01-28,1339.7620849609375,1343.9125688768897,1333.017403460937,1335.0926981958505,24655000,56165923.800722,84028500,,49730798.10915193,-343.9016757257681,65.19493626249785,438346.99129168165,1338.3941163055654,54.83298288419042,1032.4418592656177,,,,,,0.0,0.0,1343.549444350737,1354.3927512187615,1332.7061374827124,1.6141284436710164,0.3253595772998057,0.0,0.0,,,,,,14.567653195482654,0.8027406748220003,,,,1341.9814453125,,1341.2658462543698,,0.8766859327321208,0.7704800905416509,0.10620584219046991,,,,-309.42176093614813,-314.9793745059318,5.557613569783655,1345.0367777222932,,,1333.7092653493419,,0.0,34.17533110907638,19.121304869137035,,2030.4920528775979,1995.322965145111,,,,,1365.184302860779,0.0,1.0,55.84088004134897,,,,,,58.35690443019531,70.69532703826435,-41.64309556980469,,1.0039164410367043,,,,,,,1349.5903413502447,-0.06449401743551242,-0.06451482377336504,2.4058156164951994,1340.626708984375,1358.2667236328125,,-0.0006449401743551242,-0.5280757158880276,1
2020-01-29,1343.0478515625,1344.6043489790088,1335.9573756736777,1339.41616499581,17979500,67672628.21966785,102008000,,51065889.89538637,87.33186495221555,132.17795619394516,482441.7162252637,1340.8679226522354,62.74554929016435,1034.9739229934319,,,,,,0.0,0.0,1344.7427217586228,1355.2920294049404,1334.1934141123054,1.5689704023861724,0.4196691264988115,0.0,0.0,,,,,,13.975585206467503,0.8115744423022194,,,,1343.4946797688801,,1341.540000917159,,1.0314070998608025,0.7304995745460889,0.30090752531471354,,,,-298.4497284088659,-309.4694924735765,11.019764064710614,1345.9879406849118,,,1333.7092653493419,,0.0,33.0348129644537,18.288138353333217,,2030.4920528775979,1995.322965145111,,,,,1364.5409648727823,0.0,0.0,57.619888892836755,,,,,,49.99978030441652,56.043298140390114,-50.00021969558348,,1.3705912687447752,,,,,,,1349.3182574744417,0.24525000658295326,0.2449497595580219,2.656965886035989,1339.7620849609375,1352.905517578125,,0.0024525000658295326,-0.773105810013955,2
2020-01-30,1320.2200927734375,1337.8598360951032,1312.2648129981678,1337.8598360951032,24394000,58442599.28568062,77614000,,-35780715.50401034,-1596.7812821726786,-19.75150256849775,67817.36218416103,1340.5186080041399,55.003883855983126,1034.9739229934319,,,,,,0.0,0.0,1344.275798770367,1356.865790310451,1331.685807230283,1.8731262664403143,-0.4553503638322918,0.0,1.0,,,,,,15.656330542253972,1.1345747019560535,,,,1341.9814758300781,,1338.260015048894,,0.8058614005779587,0.8278411641871042,-0.021979763609145442,,,,-288.248791752393,-304.16431729328065,15.915525540887643,1338.7245579294736,,,1333.7092653493419,,0.0,28.306254711333807,26.687249245041983,,2030.4920528775979,1995.322965145111,,,,,1363.9104936445453,0.0,0.0,44.27470358128921,,,,,,15.032797549490827,41.12982742803422,-84.96720245050918,,-1.3567497327844946,,,,,,,1348.859688900241,-1.6996980980614196,-1.7143087609385432,0.9121073893434639,1343.0478515625,1355.1536865234375,,-0.016996980980614196,-0.06919766936473382,3
2020-01-31,1323.3328857421875,1336.1303435785383,1323.3328857421875,1327.310472562217,24543500,33899099.28568062,102157500,,-19755065.54222092,243.46586002858308,-8.413596449899215,125685.6181262605,1340.281433348302,56.052579313012544,1034.9739229934319,,,,,,0.0,0.0,1343.9933392537016,1357.171318726848,1330.815359780555,1.9610185688069135,-0.28390065615198445,0.0,1.0,,,,,,15.681722568538651,1.3454184957548398,,,,1341.6932474772136,,1335.9635336170932,,0.8425696823400229,0.8346549156792431,0.007914766660779837,,,,-278.2008838690695,-298.97163060843843,20.770746739368917,1338.7245579294736,,,1333.7092653493419,,0.0,26.21745122857017,24.717917034302538,,2030.4920528775979,1995.322965145111,,,,,1361.8446664186902,0.0,0.0,46.107654855016605,,,,,,20.91492713318746,28.6491683290316,-79.08507286681254,,-0.26068450890540196,,,,,,,1348.5331933315358,0.2357783361871757,0.23550081520538058,1.1500362771574846,1320.2200927734375,1361.3795166015625,,0.002357783361871757,0.8770070493403381,4
2020-02-03,1310.8809814453125,1317.6256619618916,1302.9258092675839,1306.9033953564483,23018000,35794567.05911814,79139500,0.07928791098718052,-57878332.336970605,-1242.499591662866,-120.69804741468624,-90902.31390017012,1338.2851817364303,48.34122024360284,1025.2353331210525,1334.3749938964843,1364.217850838573,1304.5321369543956,4.472934082037181,0.10637125834227455,0.0,0.0,1340.8861871848778,1354.1506362522464,1327.621738117509,1.978460095143005,-0.6310385221117019,0.0,1.0,1302.2342278379049,1365.184302860779,1333.7092653493419,4.717570046711895,0.13735890869495612,16.15425795914515,1.6712164436997836,,,,1340.1511840820312,,1332.1046794368192,,0.7646063586524383,0.9785244405520693,-0.21391808189963102,,,-3.605828857421784,-269.2815397912948,-294.02328213891445,24.741742347619663,1332.4985102052733,,,1333.7092653493419,,0.0,23.792293798492466,31.68163373064687,-131.3406381398095,2030.4920528775979,1995.322965145111,,,,,1359.8614722818693,0.0,0.0,40.38510055828313,,,,,,12.77764963236778,16.241791438348688,-87.22235036763222,,-1.3919782765037014,,,,,,,1345.2317352314944,-0.940950265124818,-0.9454051697803223,0.19826474263371363,1323.3328857421875,1340.626708984375,,-0.00940950265124818,0.8679122350157746,0
2020-02-04,1321.08447265625,1321.9491698878476,1301.0234335508705,1303.0987280174768,19983000,54126084.45408494,99122500,0.1441804745326621,-20481947.02195137,126.76768815386487,-90.28341177169966,64639.16374286963,1337.3689691469335,55.20183175185054,1033.2154471502524,1335.0148620605469,1363.0892352966962,1306.9404888243976,4.205851789966973,0.25190204092678137,0.0,0.0,1336.6260837675175,1350.3055913947242,1322.9465761403108,2.0468712668914235,-0.06806178755868668,0.0,1.0,1301.0234335508705,1365.184302860779,1333.1038682058247,4.806004122746512,0.3126678195159891,16.631405796928338,1.834448398986286,,,,1339.3441263834636,,1330.4092630090395,,0.8068002854086241,0.9477632561681814,-0.14096297075955722,,,10.454132080078125,-253.63862349346272,-288.25404518956424,34.61542169610152,1331.5473223469166,,,1333.1038682058247,,0.0,23.502098694163006,28.745327364196953,-111.28909039534147,2030.4920528775979,1995.322965145111,,,,,1356.4453325010122,0.0,0.0,46.26990702218859,,,,,,31.26678195159891,21.65311957238472,-68.73321804840108,,-0.727751486677122,,,,,,,1342.7454477113042,0.7783690018667855,0.77535533853057,0.9781769757988057,1310.8809814453125,1339.7620849609375,1308.287109375,0.007783690018667855,-0.28704216890650236,1
2020-02-05,1334.22802734375,1337.686816785989,1328.6939431253918,1333.3633299831902,20036000,58749812.94217767,119158500,0.10697574022292089,20064654.22672025,974.1566854614072,-13.740182700159153,263978.62096111535,1337.6064410246952,61.04358587585952,1033.2154471502524,1335.0148620605469,1363.0892352966962,1306.9404888243976,4.205851789966973,0.48598660226217044,0.0,0.0,1334.741037983953,1348.230316375049,1321.251759592857,2.0212577582046443,0.4809845039397503,0.0,0.0,1301.0234335508705,1365.184302860779,1333.1038682058247,4.806004122746512,0.517520946178196,16.62849963020941,1.9018602042490476,,,,1338.4073791503906,,1330.9967652143796,,0.9072339519908273,0.877360311067269,0.029873640923558376,,,23.251861572265625,-237.08324928571818,-281.85769570158345,44.77444641586527,1331.5473223469166,,,1333.1038682058247,,0.0,28.733231546044518,26.636035268394853,-5.531427951908393,2030.4920528775979,1995.322965145111,,,,,1352.011580585001,0.0,0.0,52.74143226256947,,,,,,51.7520946178196,31.93217540059543,-48.2479053821804,,-0.8354682899292529,,,,,,,1342.4609655133681,0.9949064544731767,0.9899898437645049,1.9828153761403788,1321.08447265625,1343.0478515625,1334.22802734375,0.009949064544731767,0.3944431302328508,2
2020-02-06,1368.6429443359375,1388.0120796346669,1343.7396195891843,1344.431419658655,63677500,66709690.21609705,182836000,0.08560819560891596,330263400.3043344,2272.4920881371017,142.26265211700346,1906468.3842236144,1343.4214267260102,65.91933548630394,1033.2154471502524,1337.5830139160157,1367.9976925384015,1307.16833529363,4.547707066545541,1.0106075721783416,1.0,0.0,1335.9631337569188,1352.7382512821023,1319.1880162317352,2.5113144369499945,1.474056084255696,1.0,0.0,1301.0234335508705,1388.0120796346669,1344.5177565927688,6.50342036186011,0.7773372023738473,20.344054896280156,1.8957802800959709,,,,1339.2720642089844,,1336.7884850792345,,0.9371365244813786,0.7336374584526978,0.20349906602868084,,,15.322503662109284,-218.42632661482617,-274.8097658030549,56.38343918822875,1344.5177565927688,,,1344.5177565927688,,0.0,41.94814775449541,21.20705143641583,162.67749865639232,2030.4920528775979,1995.322965145111,,,,1301.0234335508705,,1.0,0.0,64.72270403076686,,,,,,77.73372023738473,53.58419893560108,-22.266279762615273,,0.7639310102048895,,,,,,,1342.8921517969948,2.5793879522005403,2.546682941400036,4.613347829267456,1334.22802734375,1320.2200927734375,1317.2799072265625,0.025793879522005403,-0.9525700469206229,3
2020-02-07,1359.6502685546875,1377.635911878953,1352.732689071381,1376.4254199124832,24210500,55949502.19978695,158625500,0.051870490032285665,251980460.6891505,-71.1336082901334,78.67971796882577,1747393.1645668247,1344.8636981798861,59.848432696565396,1026.426699532144,1339.2432434082032,1370.6536226832077,1307.8328641331987,4.690765390022668,0.8248452520712423,0.0,0.0,1336.4358503778565,1354.7328333827372,1318.1388673729757,2.7381760223968206,1.1343783062660806,1.0,0.0,1301.0234335508705,1388.0120796346669,1344.5177565927688,6.495358219050732,0.6739596216653564,20.79997168740935,1.90389592284772,,,,1339.8341267903645,,1340.3056825369965,,0.9573953722245323,0.833333601800611,0.1240617704239213,,,15.91044311523433,-200.72293670092827,-261.49709342807853,60.774156727150256,1344.5177565927688,,,1344.5177565927688,,0.0,38.07814343648347,19.25055549977617,125.64582358875633,2030.4920528775979,1995.322965145111,,,,1302.7632064725465,,0.0,0.0,60.412701609169574,,,,,,67.39596216653564,65.62725900724665,-32.60403783346436,,0.49853821193932835,,,,,,,1342.9802920169343,-0.6570505345068867,-0.6592186136667344,3.9259852681897023,1368.6429443359375,1323.3328857421875,1326.4456787109375,-0.006570505345068867,0.9999193671219104,4
2020-02-10,1339.9349365234375,1350.4843070854565,1337.5138473768136,1346.3337177571423,20189000,43297531.708250545,138436500,0.04599185692048374,159121417.96514243,-1361.0485140686592,-97.87741213511895,1454646.6785149241,1343.8103488111783,53.37012863508908,1011.5432080527303,1339.995538330078,1370.7076724367807,1309.2834042233753,4.58391587556726,0.49901338984731597,0.0,0.0,1336.262913683966,1354.732836174781,1317.792991193151,2.764414442947445,0.5994054750716368,0.0,0.0,1301.0234335508705,1388.0120796346669,1344.5177565927688,6.491711621085158,0.4473170318696929,20.933616636455803,1.9847130623654028,,,,1338.565897623698,,1340.2486446887567,,0.8403744563519691,0.9633539094025677,-0.12297945305059865,,,21.383978271484466,-183.73487031221748,-247.5318833587529,63.797013046535426,1344.5177565927688,,,1344.5177565927688,,0.0,34.98815900997974,23.26738054855253,15.175887295704118,2030.4920528775979,1995.322965145111,,,,1304.4681839357888,,0.0,0.0,52.20481635502339,,,,,,44.73170318696929,63.28712853029655,-55.26829681303071,,-1.1230276057502198,,,,,,,1342.966315754671,-1.4500296500663756,-1.4606453252587137,2.4190276676773426,1359.6502685546875,1310.8809814453125,1324.8890380859375,-0.014500296500663756,0.6037016007542682,0
2020-02-12,1347.89013671875,1347.89013671875,1326.9643996073494,1333.3631804687507,25835500,69133031.70825055,164272000,0.07457530604348693,165750726.06240723,-532.2906423528601,-119.52429878517488,1608032.16690233,1343.0585542926015,52.84848094294513,1011.5432080527303,1340.4711181640625,1371.3624191519325,1309.5798171761926,4.609021495394743,0.6200826497660404,0.0,0.0,1336.4646675421686,1355.9376472025285,1316.991687881809,2.914103175832049,0.7933672549311892,0.0,0.0,1301.0234335508705,1388.0120796346669,1344.5177565927688,6.489408455359919,0.5387680493697151,20.932828683950284,2.0229149742364343,6.040352792592785,,,1337.4417826334636,1336.8819486177886,1341.4242588472173,1335.3839060546245,0.8173092373048753,0.9495193892276418,-0.13221015192276653,,,0.15559082031245453,-174.07318343780602,-233.71226725085737,59.63908381305134,1344.5177565927688,1344.5177565927688,1344.5177565927688,1344.5177565927688,,0.0,32.31830712929638,25.338846282260636,4.896289996005425,2030.4920528775979,1995.322965145111,88.0,80.0,8.0,1306.1390618497664,,0.0,0.0,54.86926368234044,,,,,,53.87680493697152,55.33482343015881,-46.12319506302848,,-0.9908610874715005,0.45233080653479896,,,0.94627645958849,,,1343.01602419311,0.5937004833945769,0.5919450267509951,3.0270899300283816,1339.9349365234375,1321.08447265625,1338.3785400390625,0.005937004833945769,0.15819213343450977,2
2020-02-13,1341.664306640625,1346.6795931912254,1336.3032256138752,1342.8749039687564,17017000,69700126.55688325,147255000,0.1061809434866805,126937057.99071291,247.81702642843126,-110.23804782043415,1529431.5839962473,1342.293150145687,52.29035590816762,1006.8709458568301,1341.2147521972656,1371.462389276356,1310.9671151181753,4.5104838027671,0.5074312324328657,0.0,0.0,1336.4992525165203,1356.1451716040817,1316.8533334289584,2.9399072316082435,0.6314536138799192,0.0,0.0,1301.0234335508705,1388.0120796346669,1344.5177565927688,6.485810414870984,0.4671974437974932,19.99823692604274,2.0894919997147876,5.612068364125662,,,1337.5282491048176,1338.1656869741587,1341.4611892769724,1335.8491209128467,0.8390411836802316,0.9579581630447408,-0.11891697936450918,,,-1.452667236328125,-164.1960156947227,-219.92862546667175,55.73260977194906,1344.5177565927688,1344.5177565927688,1344.5177565927688,1344.5177565927688,,0.0,30.91173796233482,24.23603975949267,5.25288998972506,,1310.5353014065743,84.0,76.0,8.0,1307.7765222054645,,0.0,0.0,52.40695354806207,0.3645201007371491,,,,,46.719744379749315,48.44275083456338,-53.280255620250685,,0.07739646310911244,0.4201124420616214,,,-2.061420704051428,,,1343.0093043326908,-0.46189447556022056,-0.46296450430016733,2.551213493311111,1347.89013671875,1334.22802734375,1326.7916259765625,-0.004618944755602206,-0.49666880743845976,3
