ticker,sequence_length,lookahead_period,scaling_factor,threshold,cumulative_return,sharpe_ratio,trade_count,total_cost,pred_return_std
7974.T,100,10,200,0.05,1.1516881848195801,13.646913523859757,489,0.010209362878231333,0.00043229124493034994
