Model,Year,Cumulative_Return,Annualized_Return,Sharpe_Ratio,Max_Drawdown
LightGBM,2021,2.381033801516426,1.5764218602580504,4.951065664832941,-0.9062891407680956
LightGBM,2022,1.1257436762344555,0.13012389481309627,0.6581333314414883,-0.8705107345095476
LightGBM,2023,1.5628982470402608,0.5800132218904712,3.609434835472823,-0.9255820093930095
LightGBM,2024,1.0073764395599538,0.007587992594376258,0.23733064983465052,-0.6847571596574978
LightGBM,2025,1.1172363985452176,0.4373604933389721,1.7355673052399592,-0.9094728784014832
