Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-05-06 00:00:00+09:00,396.8344494933237,410.47918701171875,392.28620365385865,410.47918701171875,15575000,0.0,0.0
1999-05-07 00:00:00+09:00,408.2050007787244,409.34206206223064,392.2861428096377,395.69732666015625,15165000,0.0,0.0
1999-05-10 00:00:00+09:00,395.6973947310654,400.2456406475144,392.28621029372863,394.5603332519531,6305000,0.0,0.0
1999-05-11 00:00:00+09:00,397.97160126442134,400.24572470021803,391.14923095703125,391.14923095703125,8430000,0.0,0.0
1999-05-12 00:00:00+09:00,391.1493080357143,397.9716796875,391.1493080357143,397.9716796875,12980000,0.0,0.0
1999-05-13 00:00:00+09:00,393.4233073630528,393.4233073630528,385.4638762892338,388.87506103515625,7165000,0.0,0.0
1999-05-14 00:00:00+09:00,390.01221353203584,390.01221353203584,383.1898424498428,384.326904296875,11475000,0.0,0.0
1999-05-17 00:00:00+09:00,378.64154629591036,379.7786079964987,371.8191760923805,372.95623779296875,10900000,0.0,0.0
1999-05-18 00:00:00+09:00,375.2302537766178,387.7379289025051,371.8190696513758,385.46380615234375,13680000,0.0,0.0
1999-05-19 00:00:00+09:00,374.09329064002407,376.36741398737985,358.1744272085337,369.5450439453125,19680000,0.0,0.0
1999-05-20 00:00:00+09:00,374.09324048513383,382.05267113375373,371.81911744267103,377.5044250488281,9375000,0.0,0.0
1999-05-21 00:00:00+09:00,380.9155103895399,383.1896328396267,372.9560818142361,378.6413879394531,11610000,0.0,0.0
1999-05-24 00:00:00+09:00,378.64138793945307,378.64138793945307,366.13371446397565,378.6413879394531,9865000,0.0,0.0
1999-05-25 00:00:00+09:00,372.95628582655326,384.326904296875,372.95628582655326,384.326904296875,13750000,0.0,0.0
1999-05-26 00:00:00+09:00,379.77854809129093,383.18973265498516,375.23030200636526,377.5044250488281,7105000,0.0,0.0
1999-05-27 00:00:00+09:00,379.77854809129093,379.77854809129093,371.81911744267103,377.5044250488281,6125000,0.0,0.0
1999-05-28 00:00:00+09:00,374.09325459798174,375.2303161621093,368.40794677734374,375.2303161621094,7785000,0.0,0.0
1999-05-31 00:00:00+09:00,376.3674600796065,379.7786455183944,367.2709655761719,367.2709655761719,9535000,0.0,0.0
1999-06-01 00:00:00+09:00,370.68201231813714,379.77850341796875,368.4078895431793,379.77850341796875,13955000,0.0,0.0
1999-06-02 00:00:00+09:00,385.4639223675395,394.5604161107263,384.32686064964116,391.14923095703125,19695000,0.0,0.0
1999-06-03 00:00:00+09:00,397.97160126442134,397.97160126442134,391.14923095703125,391.14923095703125,11030000,0.0,0.0
1999-06-04 00:00:00+09:00,394.56039259663135,394.56039259663135,380.91565279501873,390.01214599609375,6430000,0.0,0.0
1999-06-07 00:00:00+09:00,390.01224609375004,400.2458035714286,386.6010602678572,397.9716796875,11505000,0.0,0.0
1999-06-08 00:00:00+09:00,401.3828665450964,407.06817626953125,399.10874265532254,407.06817626953125,10975000,0.0,0.0
1999-06-09 00:00:00+09:00,403.65699043487035,411.61642404907906,402.5199284899834,407.06817626953125,16620000,0.0,0.0
1999-06-10 00:00:00+09:00,407.06813927852744,415.0275721694484,405.9310774369673,412.7534484863281,12990000,0.0,0.0
1999-06-11 00:00:00+09:00,416.1645365175994,425.26102911907697,412.7533517920453,418.43865966796875,45585000,0.0,0.0
1999-06-14 00:00:00+09:00,415.02755003548714,421.849920721002,413.89048825456797,416.16461181640625,8815000,0.0,0.0
1999-06-15 00:00:00+09:00,418.43874492082773,425.2611157619282,417.3016831139776,424.1240539550781,12685000,0.0,0.0
1999-06-16 00:00:00+09:00,426.39810898724727,429.80929385914527,422.9869241153493,425.26104736328125,13085000,0.0,0.0
1999-06-17 00:00:00+09:00,428.6723705004621,428.6723705004621,422.987060546875,422.987060546875,8150000,0.0,0.0
1999-06-18 00:00:00+09:00,421.8499432188092,422.9870050603693,412.7534484863281,412.7534484863281,10410000,0.0,0.0
1999-06-21 00:00:00+09:00,417.3016735973254,418.43873537824453,412.75342647364886,416.16461181640625,6105000,0.0,0.0
1999-06-22 00:00:00+09:00,420.71286853452784,424.12405395507807,417.3016831139776,424.1240539550781,12030000,0.0,0.0
1999-06-23 00:00:00+09:00,422.98671418476874,428.67201948295116,419.5755310058593,419.5755310058594,14445000,0.0,0.0
1999-06-24 00:00:00+09:00,421.84978809762504,429.8092180617312,420.71272667418134,427.53509521484375,12565000,0.0,0.0
1999-06-25 00:00:00+09:00,427.5352552083333,429.80937890625,425.26113151041665,426.398193359375,12835000,0.0,0.0
1999-06-28 00:00:00+09:00,427.5352331090856,429.80935668945307,426.39817131890186,429.8093566894531,6115000,0.0,0.0
1999-06-29 00:00:00+09:00,432.0835876464844,436.6318359375,430.94652557373047,432.0835876464844,23520000,0.0,0.0
1999-06-30 00:00:00+09:00,436.63162940600523,443.453998615474,435.49456787109375,435.49456787109375,34360000,0.0,0.0
1999-07-01 00:00:00+09:00,441.17986579099073,450.2763578691555,441.17986579099073,446.86517333984375,32800000,0.0,0.0
1999-07-02 00:00:00+09:00,451.41340755759023,455.96165347756596,446.8651616376145,453.6875305175781,19705000,0.0,0.0
1999-07-05 00:00:00+09:00,452.5505500326351,452.5505500326351,445.7281799316406,445.7281799316406,8690000,0.0,0.0
1999-07-06 00:00:00+09:00,445.72831718249194,446.86537921612074,441.1800690479767,443.4541931152344,8150000,0.0,0.0
1999-07-07 00:00:00+09:00,448.0022348496143,451.4134193789261,444.59105032030254,446.86517333984375,14735000,0.0,0.0
1999-07-08 00:00:00+09:00,448.0022348496143,450.2763578691555,444.59105032030254,446.86517333984375,12305000,0.0,0.0
1999-07-09 00:00:00+09:00,445.7280236539672,453.6874526477881,443.45390108430416,451.413330078125,16765000,0.0,0.0
1999-07-12 00:00:00+09:00,452.55049240112305,458.2358000946045,451.41343086242676,454.8246154785156,17610000,0.0,0.0
1999-07-13 00:00:00+09:00,459.37275907194584,462.7839429264405,451.413330078125,451.413330078125,28090000,0.0,0.0
1999-07-14 00:00:00+09:00,453.68756307975826,459.37287088777526,452.5505015181548,458.2358093261719,13330000,0.0,0.0
1999-07-15 00:00:00+09:00,458.2358093261719,458.2358093261719,452.5505015181548,458.2358093261719,10285000,0.0,0.0
1999-07-16 00:00:00+09:00,459.37287088777526,461.64699401098204,457.09874776456843,458.2358093261719,13450000,0.0,0.0
1999-07-19 00:00:00+09:00,458.23583266758686,460.50995590663194,454.8246478090192,459.3728942871094,10030000,0.0,0.0
1999-07-20 00:00:00+09:00,459.3728942871094,459.3728942871094,459.3728942871094,459.3728942871094,0,0.0,0.0
1999-07-21 00:00:00+09:00,450.2763460775963,454.82459199757204,448.0022231176084,453.6875305175781,12765000,0.0,0.0
1999-07-22 00:00:00+09:00,449.13933232887507,450.27639392970764,441.1799011230469,441.1799011230469,13590000,0.0,0.0
1999-07-23 00:00:00+09:00,435.4947738647461,440.0430221557617,429.80946350097656,432.0835876464844,15595000,0.0,0.0
1999-07-26 00:00:00+09:00,432.08348026982054,436.63172743055554,429.80935668945307,429.8093566894531,10090000,0.0,0.0
1999-07-27 00:00:00+09:00,438.90571025465937,448.002201658901,437.7686488291292,442.31689453125,27345000,0.0,0.0
1999-07-28 00:00:00+09:00,444.5911182481415,449.13936498213786,441.1799331976443,445.7281799316406,15400000,0.0,0.0
1999-07-29 00:00:00+09:00,449.1392075084619,457.0986365022827,449.1392075084619,451.413330078125,19430000,0.0,0.0
