Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-05-06 00:00:00+09:00,396.83453800275385,410.4792785644531,392.2862911488541,410.4792785644531,15575000,0.0,0.0
1999-05-07 00:00:00+09:00,408.2051267075813,409.34218834186424,392.2862638276199,395.69744873046875,15165000,0.0,0.0
1999-05-10 00:00:00+09:00,395.69742533659047,400.2456716048271,392.2862406354129,394.56036376953125,6305000,0.0,0.0
1999-05-11 00:00:00+09:00,397.9715702145599,400.2456934729288,391.1492004394532,391.1492004394531,8430000,0.0,0.0
1999-05-12 00:00:00+09:00,391.1491580636161,397.9715270996094,391.1491580636161,397.9715270996094,12980000,0.0,0.0
1999-05-13 00:00:00+09:00,393.42339998657934,393.42339998657934,385.463967038874,388.8751525878906,7165000,0.0,0.0
1999-05-14 00:00:00+09:00,390.01224450105747,390.01224450105747,383.18987287713225,384.3269348144531,11475000,0.0,0.0
1999-05-17 00:00:00+09:00,378.6414223647699,379.77848369319264,371.8190543942335,372.95611572265625,10900000,0.0,0.0
1999-05-18 00:00:00+09:00,375.2304023135025,387.73808239061924,371.8192168379252,385.4639587402344,13680000,0.0,0.0
1999-05-19 00:00:00+09:00,374.09335242638224,376.3674761493389,358.1744863656851,369.54510498046875,19680000,0.0,0.0
1999-05-20 00:00:00+09:00,374.09314975968323,382.0525784779744,371.8190272687429,377.50433349609375,9375000,0.0,0.0
1999-05-21 00:00:00+09:00,380.91557179127363,383.189694607938,372.9561419329485,378.6414489746094,11610000,0.0,0.0
1999-05-24 00:00:00+09:00,378.6414489746093,378.6414489746093,366.1337734829556,378.6414489746094,9865000,0.0,0.0
1999-05-25 00:00:00+09:00,372.95631544124444,384.3269348144531,372.95631544124444,384.3269348144531,13750000,0.0,0.0
1999-05-26 00:00:00+09:00,379.7784559870341,383.18963972344454,375.2302110051534,377.50433349609375,7105000,0.0,0.0
1999-05-27 00:00:00+09:00,379.7784559870341,379.7784559870341,371.8190272687429,377.50433349609375,6125000,0.0,0.0
1999-05-28 00:00:00+09:00,374.09325459798174,375.2303161621093,368.40794677734374,375.2303161621094,7785000,0.0,0.0
1999-05-31 00:00:00+09:00,376.3672411655863,379.7784246202593,367.270751953125,367.270751953125,9535000,0.0,0.0
1999-06-01 00:00:00+09:00,370.68192295828266,379.7784118652344,368.40780073154474,379.7784118652344,13955000,0.0,0.0
1999-06-02 00:00:00+09:00,385.4638922935309,394.56038532700654,384.3268306643464,391.1492004394531,19695000,0.0,0.0
1999-06-03 00:00:00+09:00,397.9715702145599,397.9715702145599,391.1492004394532,391.1492004394531,11030000,0.0,0.0
1999-06-04 00:00:00+09:00,394.56045434356776,394.56045434356776,380.91571240661443,390.01220703125,6430000,0.0,0.0
1999-06-07 00:00:00+09:00,390.0120965576172,400.2456501116072,386.60091203962054,397.9715270996094,11505000,0.0,0.0
1999-06-08 00:00:00+09:00,401.3828966364514,407.0682067871093,399.1087725761882,407.0682067871094,10975000,0.0,0.0
1999-06-09 00:00:00+09:00,403.6570206967146,411.6164549076357,402.51995866658297,407.0682067871094,16620000,0.0,0.0
1999-06-10 00:00:00+09:00,407.0680188896242,415.0274494265722,405.93095738434596,412.7533264160156,12990000,0.0,0.0
1999-06-11 00:00:00+09:00,416.1646579244863,425.2611531796663,412.75347220379376,418.43878173828125,45585000,0.0,0.0
1999-06-14 00:00:00+09:00,415.02745873289683,421.8498279175472,413.89039720212173,416.1645202636719,8815000,0.0,0.0
1999-06-15 00:00:00+09:00,418.4386847038371,425.2610545631388,417.30162306062016,424.1239929199219,12685000,0.0,0.0
1999-06-16 00:00:00+09:00,426.39801718971944,429.8092013272372,422.9868330522017,425.2609558105469,13085000,0.0,0.0
1999-06-17 00:00:00+09:00,428.6722158616589,428.6722158616589,422.9869079589844,422.9869079589844,8150000,0.0,0.0
1999-06-18 00:00:00+09:00,421.8498184582419,422.98687996352015,412.7533264160156,412.7533264160156,10410000,0.0,0.0
1999-06-21 00:00:00+09:00,417.3015817944469,418.438643325222,412.7533356713467,416.1645202636719,6105000,0.0,0.0
