Datetime,Open,High,Low,Close,Volume
2025-03-03 00:00:00+00:00,46300.0,46300.0,45970.0,46030.0,0
2025-03-03 00:05:00+00:00,46050.0,46170.0,46020.0,46080.0,0
2025-03-03 00:10:00+00:00,46090.0,46090.0,45720.0,45720.0,26300
2025-03-03 00:15:00+00:00,45710.0,45950.0,45670.0,45950.0,24800
2025-03-03 00:20:00+00:00,45950.0,46010.0,45860.0,45890.0,16300
2025-03-03 00:25:00+00:00,45910.0,46090.0,45910.0,46020.0,13400
2025-03-03 00:30:00+00:00,46010.0,46010.0,45860.0,45870.0,18100
2025-03-03 00:35:00+00:00,45860.0,45880.0,45750.0,45880.0,9900
2025-03-03 00:40:00+00:00,45880.0,46000.0,45830.0,46000.0,13900
2025-03-03 00:45:00+00:00,46000.0,46170.0,46000.0,46040.0,22300
2025-03-03 00:50:00+00:00,46040.0,46100.0,45980.0,46080.0,12400
2025-03-03 00:55:00+00:00,46090.0,46150.0,45940.0,45970.0,18000
2025-03-03 01:00:00+00:00,45980.0,46140.0,45870.0,46070.0,13000
2025-03-03 01:05:00+00:00,46100.0,46160.0,46040.0,46040.0,20600
2025-03-03 01:10:00+00:00,46030.0,46030.0,45910.0,45980.0,15200
2025-03-03 01:15:00+00:00,45990.0,46100.0,45960.0,46060.0,12600
2025-03-03 01:20:00+00:00,46070.0,46290.0,46060.0,46290.0,22500
2025-03-03 01:25:00+00:00,46290.0,46330.0,46240.0,46290.0,18300
2025-03-03 01:30:00+00:00,46290.0,46320.0,46240.0,46300.0,13400
2025-03-03 01:35:00+00:00,46300.0,46350.0,46180.0,46280.0,23400
2025-03-03 01:40:00+00:00,46280.0,46300.0,46220.0,46220.0,7700
2025-03-03 01:45:00+00:00,46230.0,46320.0,46210.0,46280.0,12400
2025-03-03 01:50:00+00:00,46280.0,46280.0,46240.0,46280.0,6100
2025-03-03 01:55:00+00:00,46280.0,46320.0,46220.0,46260.0,10800
2025-03-03 02:00:00+00:00,46240.0,46310.0,46180.0,46310.0,8000
2025-03-03 02:05:00+00:00,46310.0,46440.0,46280.0,46380.0,17400
2025-03-03 02:10:00+00:00,46390.0,46400.0,46330.0,46350.0,6800
2025-03-03 02:15:00+00:00,46360.0,46400.0,46350.0,46400.0,7100
2025-03-03 02:20:00+00:00,46390.0,46430.0,46380.0,46430.0,14600
2025-03-03 02:25:00+00:00,46430.0,46440.0,46390.0,46420.0,10100
2025-03-03 02:30:00+00:00,46420.0,46440.0,46420.0,46440.0,13100
2025-03-03 03:30:00+00:00,46500.0,46510.0,46350.0,46390.0,54900
2025-03-03 03:35:00+00:00,46400.0,46550.0,46380.0,46540.0,14200
2025-03-03 03:40:00+00:00,46530.0,46530.0,46480.0,46490.0,14100
2025-03-03 03:45:00+00:00,46490.0,46580.0,46490.0,46560.0,25200
2025-03-03 03:50:00+00:00,46560.0,46600.0,46560.0,46560.0,9200
2025-03-03 03:55:00+00:00,46570.0,46580.0,46520.0,46530.0,14100
2025-03-03 04:00:00+00:00,46530.0,46590.0,46530.0,46570.0,19300
2025-03-03 04:05:00+00:00,46560.0,46580.0,46520.0,46550.0,11100
2025-03-03 04:10:00+00:00,46550.0,46640.0,46550.0,46580.0,18900
2025-03-03 04:15:00+00:00,46580.0,46620.0,46580.0,46590.0,12800
2025-03-03 04:20:00+00:00,46590.0,46690.0,46570.0,46690.0,13100
2025-03-03 04:25:00+00:00,46700.0,46840.0,46700.0,46820.0,24900
2025-03-03 04:30:00+00:00,46820.0,46870.0,46810.0,46810.0,23000
2025-03-03 04:35:00+00:00,46830.0,46870.0,46760.0,46770.0,10800
2025-03-03 04:40:00+00:00,46770.0,46870.0,46750.0,46860.0,9000
2025-03-03 04:45:00+00:00,46860.0,46940.0,46860.0,46920.0,14200
2025-03-03 04:50:00+00:00,46930.0,46970.0,46920.0,46930.0,12100
2025-03-03 04:55:00+00:00,46930.0,46990.0,46930.0,46980.0,12900
2025-03-03 05:00:00+00:00,46960.0,46980.0,46940.0,46940.0,12500
2025-03-03 05:05:00+00:00,46940.0,46970.0,46940.0,46940.0,8400
2025-03-03 05:10:00+00:00,46930.0,46970.0,46930.0,46960.0,4700
2025-03-03 05:15:00+00:00,46970.0,47000.0,46960.0,46990.0,17500
2025-03-03 05:20:00+00:00,46990.0,46990.0,46940.0,46960.0,9800
2025-03-03 05:25:00+00:00,46970.0,46990.0,46960.0,46980.0,8900
2025-03-03 05:30:00+00:00,46980.0,46980.0,46930.0,46940.0,12500
2025-03-03 05:35:00+00:00,46950.0,46980.0,46940.0,46950.0,12500
2025-03-03 05:40:00+00:00,46950.0,46970.0,46940.0,46940.0,9100
2025-03-03 05:45:00+00:00,46940.0,46960.0,46930.0,46950.0,6400
2025-03-03 05:50:00+00:00,46960.0,47000.0,46950.0,46990.0,13100
2025-03-03 05:55:00+00:00,46990.0,47040.0,46950.0,47020.0,34000
2025-03-03 06:00:00+00:00,47020.0,47030.0,46960.0,46980.0,17100
2025-03-03 06:05:00+00:00,46970.0,46970.0,46800.0,46870.0,16000
2025-03-03 06:10:00+00:00,46880.0,46920.0,46860.0,46910.0,13200
2025-03-03 06:15:00+00:00,46920.0,46950.0,46890.0,46940.0,15400
2025-03-03 06:20:00+00:00,46940.0,46970.0,46870.0,46940.0,22300
2025-03-04 00:00:00+00:00,46300.0,46300.0,46300.0,46300.0,0
2025-03-04 00:05:00+00:00,46300.0,46600.0,46250.0,46250.0,31300
2025-03-04 00:10:00+00:00,46250.0,46270.0,46080.0,46100.0,24100
2025-03-04 00:15:00+00:00,46090.0,46380.0,46080.0,46360.0,16100
2025-03-04 00:20:00+00:00,46380.0,46430.0,46330.0,46430.0,12300
2025-03-04 00:25:00+00:00,46430.0,46430.0,46170.0,46210.0,11700
2025-03-04 00:30:00+00:00,46210.0,46300.0,46210.0,46270.0,7300
2025-03-04 00:35:00+00:00,46280.0,46370.0,46210.0,46340.0,9500
2025-03-04 00:40:00+00:00,46320.0,46340.0,46250.0,46260.0,8700
2025-03-04 00:45:00+00:00,46250.0,46250.0,46110.0,46150.0,18100
2025-03-04 00:50:00+00:00,46140.0,46220.0,46130.0,46180.0,11400
2025-03-04 00:55:00+00:00,46170.0,46190.0,46140.0,46190.0,9200
2025-03-04 01:00:00+00:00,46200.0,46220.0,46080.0,46100.0,14100
2025-03-04 01:05:00+00:00,46100.0,46130.0,46080.0,46110.0,6700
2025-03-04 01:10:00+00:00,46110.0,46160.0,46030.0,46030.0,20400
2025-03-04 01:15:00+00:00,46020.0,46040.0,45910.0,45920.0,28700
2025-03-04 01:20:00+00:00,45930.0,46030.0,45910.0,45970.0,11600
2025-03-04 01:25:00+00:00,45970.0,45980.0,45800.0,45840.0,27400
2025-03-04 01:30:00+00:00,45850.0,45850.0,45510.0,45560.0,48900
2025-03-04 01:35:00+00:00,45580.0,45630.0,45440.0,45620.0,27000
2025-03-04 01:40:00+00:00,45630.0,45680.0,45570.0,45580.0,21400
2025-03-04 01:45:00+00:00,45590.0,45710.0,45580.0,45660.0,16500
2025-03-04 01:50:00+00:00,45660.0,45660.0,45500.0,45580.0,13900
2025-03-04 01:55:00+00:00,45580.0,45650.0,45490.0,45530.0,15000
2025-03-04 02:00:00+00:00,45520.0,45710.0,45480.0,45510.0,18300
2025-03-04 02:05:00+00:00,45510.0,45660.0,45490.0,45640.0,10100
2025-03-04 02:10:00+00:00,45650.0,45860.0,45650.0,45820.0,15700
2025-03-04 02:15:00+00:00,45830.0,45840.0,45710.0,45740.0,11200
2025-03-04 02:20:00+00:00,45760.0,45830.0,45740.0,45780.0,5700
2025-03-04 02:25:00+00:00,45780.0,45790.0,45710.0,45710.0,6800
2025-03-04 02:30:00+00:00,45730.0,45730.0,45730.0,45730.0,10900
2025-03-04 03:30:00+00:00,45870.0,45900.0,45770.0,45800.0,38200
2025-03-04 03:35:00+00:00,45800.0,45800.0,45670.0,45670.0,13400
2025-03-04 03:40:00+00:00,45690.0,45720.0,45660.0,45690.0,12700
2025-03-04 03:45:00+00:00,45710.0,45720.0,45610.0,45650.0,13200
2025-03-04 03:50:00+00:00,45660.0,45670.0,45640.0,45660.0,7200
2025-03-04 03:55:00+00:00,45670.0,45720.0,45640.0,45670.0,9200
2025-03-04 04:00:00+00:00,45690.0,45720.0,45560.0,45580.0,17400
2025-03-04 04:05:00+00:00,45590.0,45590.0,45530.0,45560.0,8300
2025-03-04 04:10:00+00:00,45580.0,45610.0,45550.0,45550.0,7500
2025-03-04 04:15:00+00:00,45550.0,45570.0,45540.0,45570.0,6100
2025-03-04 04:20:00+00:00,45560.0,45630.0,45540.0,45600.0,8600
2025-03-04 04:25:00+00:00,45600.0,45630.0,45570.0,45610.0,7200
2025-03-04 04:30:00+00:00,45600.0,45660.0,45600.0,45650.0,5800
2025-03-04 04:35:00+00:00,45650.0,45650.0,45580.0,45600.0,6200
2025-03-04 04:40:00+00:00,45600.0,45620.0,45520.0,45520.0,11400
2025-03-04 04:45:00+00:00,45510.0,45530.0,45470.0,45510.0,26600
2025-03-04 04:50:00+00:00,45510.0,45540.0,45500.0,45540.0,5200
2025-03-04 04:55:00+00:00,45540.0,45580.0,45520.0,45560.0,7100
2025-03-04 05:00:00+00:00,45580.0,45720.0,45490.0,45660.0,31000
2025-03-04 05:05:00+00:00,45660.0,45770.0,45640.0,45730.0,16700
2025-03-04 05:10:00+00:00,45720.0,45780.0,45700.0,45760.0,9700
2025-03-04 05:15:00+00:00,45770.0,45810.0,45740.0,45760.0,12300
2025-03-04 05:20:00+00:00,45760.0,45830.0,45760.0,45800.0,6700
2025-03-04 05:25:00+00:00,45790.0,45840.0,45790.0,45820.0,8900
2025-03-04 05:30:00+00:00,45820.0,45900.0,45780.0,45900.0,15900
2025-03-04 05:35:00+00:00,45900.0,45910.0,45840.0,45870.0,10600
